"geneid","Phase25C","Phase18C","Response","Phase_proj","PhaseRight_proj","color","phaseorder"
"FBgn0000109",23.2346103326648,13.1499996170207,0.51602541457023,47.2346103326648,37.1499996170207,"D",112
"FBgn0000239",20.790411707477,19.8283522598778,0.692448498639784,44.790411707477,43.8283522598778,"ND",83
"FBgn0001124",7.07303454610034,9.76802636833183,-0.298289128565327,31.0730345461003,33.7680263683318,"D",144
"FBgn0001189",15.9905324094641,18.1174059843894,0.421164099743896,39.9905324094641,42.1174059843894,"ND",90
"FBgn0001989",1.80743373013081,11.6823008173415,-0.437927727188653,25.8074337301308,35.6823008173415,"D",122
"FBgn0002787",12.6920290535389,22.7950573978936,0.478628602143019,36.6920290535389,46.7950573978936,"D",21
"FBgn0003048",15.4651961421388,21.7549843457542,0.550840853662209,39.4651961421388,45.7549843457542,"D",45
"FBgn0003068",14.8373877271646,11.4640107279064,0.0958916022946252,38.8373877271646,35.4640107279064,"D",123
"FBgn0003231",12.9519992137209,21.6011230773214,0.439713428793429,36.9519992137209,45.6011230773214,"D",49
"FBgn0003353",17.7602845671697,18.3256221778786,0.503579447710346,41.7602845671697,42.3256221778786,"ND",88
"FBgn0003444",14.46092689703,20.2903472357618,0.44796975553299,38.46092689703,44.2903472357618,"D",81
"FBgn0003656",15.3385798366774,13.3271226757056,0.194404271349294,39.3385798366774,37.3271226757056,"D",111
"FBgn0003867",20.2399740790182,10.2765512891028,0.271521890338372,44.2399740790182,34.2765512891028,"D",133
"FBgn0003941",9.54418538444424,23.2660704623446,0.367093993616203,33.5441853844442,47.2660704623446,"D",10
"FBgn0004057",8.02400136961132,8.59164625461529,-0.307681348990558,32.0240013696113,32.5916462546153,"ND",157
"FBgn0004369",23.4639518217151,21.1597251064747,0.859319872007911,47.4639518217151,45.1597251064747,"ND",68
"FBgn0004797",22.7331220052719,22.9444318529424,0.903231410758929,46.7331220052719,46.9444318529424,"ND",18
"FBgn0004811",13.4478469057506,18.2531371341733,0.320874334996832,37.4478469057506,42.2531371341733,"ND",89
"FBgn0005411",21.4301661268342,0.5911738862926,-0.0824441661197168,45.4301661268342,24.5911738862926,"ND",202
"FBgn0010051",14.2365295967372,13.0825400818059,0.138294569939296,38.2365295967372,37.0825400818059,"ND",114
"FBgn0010548",10.9194734404947,11.2391642003226,-0.0767234316326135,34.9194734404947,35.2391642003226,"ND",125
"FBgn0011296",5.89004537802482,13.405388327529,-0.196023595601922,29.8900453780248,37.4053883275291,"D",109
"FBgn0011708",17.6900989428456,1.52466842434591,-0.199384693033688,41.6900989428456,25.5246684243459,"D",193
"FBgn0011760",20.4009241594253,0.528064573715707,-0.12795880278579,44.4009241594253,24.5280645737157,"D",205
"FBgn0014396",16.8096650387861,12.3224401708373,0.213837717067638,40.8096650387861,36.3224401708373,"D",119
"FBgn0015794",0.657850335013878,3.09179264448448,-0.843764875854235,24.6578503350139,27.0917926444845,"ND",183
"FBgn0016076",14.8320380517548,10.1384040643414,0.0404350881706754,38.8320380517548,34.1384040643414,"D",136
"FBgn0016675",11.6638204678356,7.17376142060825,-0.215100754648172,35.6638204678356,31.1737614206082,"D",165
"FBgn0019938",22.1301210975878,22.4311490329243,0.856719588771336,46.1301210975878,46.4311490329243,"ND",29
"FBgn0020300",1.69780815006089,20.5721393162446,-0.0720855222372703,25.6978081500609,44.5721393162446,"D",74
"FBgn0022709",5.77552042792785,6.53976907173559,-0.486862937514024,29.7755204279278,30.5397690717356,"ND",167
"FBgn0022770",7.16728122122207,9.00886836270132,-0.325993767336525,31.1672812212221,33.0088683627013,"ND",155
"FBgn0023076",4.12023363634791,0.354347998045587,-0.813559098566938,28.1202336363479,24.3543479980456,"D",212
"FBgn0023213",19.0693115502375,23.3305171037249,0.766659527248433,43.0693115502375,47.3305171037249,"D",9
"FBgn0023537",3.5793639825762,3.31987322402089,-0.712531783058455,27.5793639825762,27.3198732240209,"ND",178
"FBgn0024804",8.90858505222306,0.649372908097584,-0.601751751653306,32.9085850522231,24.6493729080976,"D",201
"FBgn0025720",4.57302019133821,21.4460038493188,0.0841260016940419,28.5730201913382,45.4460038493188,"D",57
"FBgn0025741",13.3307568983983,21.3576427527318,0.445349985463754,37.3307568983983,45.3576427527318,"D",63
"FBgn0027080",23.1219658919259,0.424335591132858,-0.0189041048725529,47.1219658919259,24.4243355911329,"ND",209
"FBgn0027330",22.2510477643455,23.2196209903046,0.894611198110422,46.2510477643455,47.2196209903046,"ND",11
"FBgn0027375",22.7553942381677,22.2224326375217,0.874076119820391,46.7553942381677,46.2224326375217,"ND",33
"FBgn0027562",11.2504793785513,9.47046309974123,-0.136627396737813,35.2504793785513,33.4704630997412,"D",147
"FBgn0027596",3.90726838288487,23.7188098264301,0.15108659205479,27.9072683828849,47.7188098264301,"D",2
"FBgn0027835",12.1313846978908,1.29700702618046,-0.440483678163698,36.1313846978908,25.2970070261805,"D",195
"FBgn0027836",22.2770615428386,22.1114469228505,0.849521186070375,46.2770615428386,46.1114469228504,"ND",35
"FBgn0028360",2.63988901257894,3.8480215990616,-0.729670391181644,26.6398890125789,27.8480215990616,"ND",176
"FBgn0028475",18.7981477988959,2.14233079417657,-0.12748005862198,42.7981477988959,26.1423307941766,"D",189
"FBgn0028684",13.6434056077824,22.0439990065747,0.486975192264882,37.6434056077824,46.0439990065747,"D",38
"FBgn0028686",12.6961734576197,21.9448796199639,0.443377211565981,36.6961734576197,45.9448796199639,"D",40
"FBgn0028688",12.2413908452763,21.6736370374153,0.413126161778817,36.2413908452763,45.6736370374153,"D",47
"FBgn0028689",15.0568509810503,21.3820922893365,0.518289302932784,39.0568509810503,45.3820922893365,"D",62
"FBgn0028691",13.3633217502075,20.3237970568904,0.403629950295745,37.3633217502075,44.3237970568904,"D",79
"FBgn0029715",21.6149101581583,0.445086850595115,-0.0808334579686076,45.6149101581583,24.4450868505951,"ND",208
"FBgn0029737",22.0063248380875,21.2840976301609,0.803767602843684,46.0063248380875,45.2840976301609,"ND",65
"FBgn0029866",8.20000805580693,7.18335845790711,-0.359026395261915,32.2000080558069,31.1833584579071,"ND",164
"FBgn0030332",4.39939561450179,9.91356066187957,-0.403626821817443,28.3993956145018,33.9135606618796,"D",142
"FBgn0030367",4.80799937345555,4.75940779362026,-0.601358034705175,28.8079993734556,28.7594077936203,"ND",173
"FBgn0030432",23.4919924815527,23.0445601158342,0.939023024891122,47.4919924815527,47.0445601158342,"ND",14
"FBgn0030595",17.6685446257325,5.19455114623785,-0.0473710095012337,41.6685446257325,29.1945511462378,"D",170
"FBgn0030605",0.35683839449167,14.3318346838089,-0.387971955070808,24.3568383944917,38.3318346838089,"D",106
"FBgn0030763",12.5349318563723,12.1808311028315,0.0298234566334921,36.5349318563723,36.1808311028315,"ND",120
"FBgn0030799",20.9197533248875,5.58392975113844,0.104320128167747,44.9197533248875,29.5839297511384,"D",169
"FBgn0030850",10.1202055389179,13.8373962048734,-0.00176659400869417,34.1202055389179,37.8373962048734,"D",108
"FBgn0031011",17.9147637146167,14.8211701221676,0.363997243199348,41.9147637146167,38.8211701221676,"D",105
"FBgn0031170",5.5201192320603,1.14635007043236,-0.722230445729472,29.5201192320603,25.1463500704324,"D",197
"FBgn0031229",23.5881197655818,0.879460283928995,0.019482502062951,47.5881197655818,24.879460283929,"ND",200
"FBgn0031344",0.297184695056973,23.5907202439486,-0.00467062754143255,24.297184695057,47.5907202439486,"ND",5
"FBgn0031515",8.55890449748067,9.07138946754305,-0.265404418124012,32.5589044974807,33.071389467543,"ND",153
"FBgn0031535",11.5344057663238,20.7499179549536,0.345180155053224,35.5344057663238,44.7499179549536,"D",72
"FBgn0031566",12.296004270205,19.8498078959299,0.339408840255622,36.296004270205,43.8498078959299,"D",82
"FBgn0031590",16.28520325913,23.3938399543336,0.653293467227648,40.28520325913,47.3938399543336,"D",8
"FBgn0031684",21.517965584467,13.3623983957529,0.45334849917583,45.517965584467,37.3623983957529,"D",110
"FBgn0031801",7.57224168427288,9.02023772244279,-0.308646691386847,31.5722416842729,33.0202377224428,"D",154
"FBgn0031805",10.4196722332378,3.17343685982633,-0.433620454455661,34.4196722332378,27.1734368598263,"D",179
"FBgn0031860",7.02212697773833,10.5541365296115,-0.267655687193758,31.0221269777383,34.5541365296115,"ND",129
"FBgn0031936",10.1931316414424,9.8400762327515,-0.165283005241923,34.1931316414424,33.8400762327515,"ND",143
"FBgn0031950",21.8062273708683,20.4459483255824,0.760507320685446,45.8062273708683,44.4459483255824,"ND",78
"FBgn0032171",18.6514887661538,19.2962753656048,0.581156838823277,42.6514887661538,43.2962753656048,"ND",86
"FBgn0032216",12.9480522458063,21.4231109976389,0.432131801810215,36.9480522458063,45.4231109976389,"D",59
"FBgn0032299",1.25047467319486,1.65819303674235,-0.878805512085949,25.2504746731949,25.6581930367424,"ND",192
"FBgn0032445",13.1733652196736,22.0482423467118,0.467566981932726,37.1733652196736,46.0482423467118,"D",37
"FBgn0032467",15.3751374724211,21.1481367195314,0.521803091331358,39.3751374724211,45.1481367195314,"D",69
"FBgn0032513",19.0090386746041,21.2630883677574,0.67800529343173,43.0090386746041,45.2630883677574,"ND",66
"FBgn0032613",2.18158741678047,20.5176240994622,-0.0541995201565552,26.1815874167805,44.5176240994622,"D",76
"FBgn0032652",19.138069953189,21.9692433224046,0.712804719816398,43.138069953189,45.9692433224046,"ND",39
"FBgn0032721",11.7560359308689,23.7996933696578,0.481488720855279,35.7560359308689,47.7996933696578,"D",1
"FBgn0032822",15.1582687483663,0.281640733924139,-0.3566704382379,39.1582687483663,24.2816407339241,"D",214
"FBgn0032923",21.1094254438362,0.578943887137869,-0.0963179445427489,45.1094254438362,24.5789438871379,"D",203
"FBgn0032946",0.347334523574233,3.1693892847664,-0.85346984131914,24.3473345235742,27.1693892847664,"ND",180
"FBgn0033129",3.76384031147399,9.94819170430101,-0.428665332676042,27.763840311474,33.948191704301,"D",141
"FBgn0033169",22.8976809465244,21.4180027313713,0.846486819912319,46.8976809465244,45.4180027313713,"ND",60
"FBgn0033187",16.9615029560514,0.27028811106019,-0.282008705537016,40.9615029560514,24.2702881110602,"D",215
"FBgn0033203",0.54562690539708,0.892107817701794,-0.940094386537547,24.5456269053971,24.8921078177018,"ND",199
"FBgn0033246",8.55808171971566,8.32943019085978,-0.29635367039269,32.5580817197157,32.3294301908598,"ND",159
"FBgn0033400",20.4608088425585,20.541895112099,0.708445998110729,44.4608088425585,44.541895112099,"ND",75
"FBgn0033698",14.4034091346309,21.8250113645712,0.509517520800087,38.4034091346309,45.8250113645712,"D",43
"FBgn0033739",4.96193278655616,23.6420938505216,0.191834443211571,28.9619327865562,47.6420938505216,"D",4
"FBgn0033763",13.0054253978867,12.8039509353331,0.0753906805508238,37.0054253978867,36.8039509353331,"ND",116
"FBgn0033853",10.186909672627,9.654556365487,-0.173272248411915,34.186909672627,33.654556365487,"ND",146
"FBgn0033883",6.42498354936374,9.42454752298125,-0.339602871985625,30.4249835493637,33.4245475229813,"D",149
"FBgn0034261",14.194457269011,15.2504595678495,0.226871534869184,38.194457269011,39.2504595678495,"ND",104
"FBgn0034265",10.7099418803701,19.0968178066247,0.241948320291448,34.7099418803701,43.0968178066247,"D",87
"FBgn0034282",10.7575948330755,22.7927057308424,0.397929190163249,34.7575948330755,46.7927057308424,"D",22
"FBgn0034354",1.85513492532557,0.55070080859129,-0.899756844420131,25.8551349253256,24.5507008085913,"ND",204
"FBgn0034365",22.997037304338,22.7168317231813,0.904744542813301,46.997037304338,46.7168317231813,"ND",23
"FBgn0034534",0.901694460938935,22.4423137783874,-0.0273329900280679,24.9016944609389,46.4423137783874,"ND",28
"FBgn0034645",2.08577206334397,9.66081850534211,-0.510558726304747,26.085772063344,33.6608185053421,"D",145
"FBgn0034649",15.721672293003,16.6373382418334,0.348292105618182,39.721672293003,40.6373382418334,"ND",97
"FBgn0034693",6.90345172265875,5.78264119250161,-0.471412795201652,30.9034517226587,29.7826411925016,"ND",168
"FBgn0034697",15.4267418894433,3.13265348316944,-0.22669185947447,39.4267418894433,27.1326534831694,"D",182
"FBgn0034705",19.517393731574,17.0076045508252,0.521874928433298,43.517393731574,41.0076045508251,"ND",92
"FBgn0034897",10.595896876951,10.2894788368728,-0.129776011924005,34.595896876951,34.2894788368728,"ND",131
"FBgn0035088",3.06516502249677,2.07614148437461,-0.785778895547026,27.0651650224968,26.0761414843746,"ND",190
"FBgn0035204",2.40671287249148,0.484114021571987,-0.879548879414022,26.4067128724915,24.484114021572,"D",207
"FBgn0035356",2.61570498401395,9.99627039498249,-0.474501025875148,26.6157049840139,33.9962703949825,"D",137
"FBgn0035762",19.6705020943077,1.89389398375904,-0.101483496747217,43.6705020943077,25.893893983759,"D",191
"FBgn0035830",14.1446470146217,23.1092579830697,0.552246041570475,38.1446470146217,47.1092579830697,"D",13
"FBgn0035853",19.6448484951737,21.2296357915488,0.703103511946774,43.6448484951737,45.2296357915488,"ND",67
"FBgn0036194",0.725445136363055,17.9199035710773,-0.223110470523319,24.7254451363631,41.9199035710773,"D",91
"FBgn0036257",22.3509838460348,21.7700121916523,0.83837483490363,46.3509838460348,45.7700121916523,"ND",44
"FBgn0036449",23.8967328410419,13.9830540697743,0.578324454617341,47.8967328410419,37.9830540697743,"D",107
"FBgn0036772",20.8006588022939,20.6412726397933,0.7267471434203,44.8006588022939,44.6412726397933,"ND",73
"FBgn0036775",0.722195688368767,1.11223840717322,-0.923565246019084,24.7221956883688,25.1122384071732,"ND",198
"FBgn0036992",2.46456113523347,4.89000337821654,-0.693559811939583,26.4645611352335,28.8900033782165,"ND",172
"FBgn0037071",11.7905837428861,20.2982888554022,0.337036358262015,35.7905837428861,44.2982888554022,"D",80
"FBgn0037108",19.6178112262679,21.5350071262253,0.714700764687217,43.6178112262679,45.5350071262253,"ND",51
"FBgn0037110",5.31630991161586,2.7260925396951,-0.664899897862043,29.3163099116159,26.7260925396951,"ND",186
"FBgn0037164",2.53694603895494,7.44269698400077,-0.584181540710179,26.5369460389549,31.4426969840008,"D",162
"FBgn0037186",16.2296080580847,15.7444444462497,0.3322521876806,40.2296080580847,39.7444444462497,"ND",102
"FBgn0037232",18.072618574546,16.5473321729817,0.442497947813655,42.072618574546,40.5473321729817,"ND",98
"FBgn0037288",4.42382663697502,8.50321823435162,-0.46137313036139,28.423826636975,32.5032182343516,"ND",158
"FBgn0037298",6.49576356162072,7.44825805284215,-0.41899909939738,30.4957635616207,31.4482580528422,"ND",161
"FBgn0037301",15.9895024926477,22.9743779044272,0.623495016544788,39.9895024926477,46.9743779044272,"D",17
"FBgn0037341",19.8789923313981,12.7914690688948,0.361269225012203,43.8789923313981,36.7914690688948,"D",117
"FBgn0037481",13.5812297715483,2.4332009980057,-0.332732051268582,37.5812297715483,26.4332009980057,"D",188
"FBgn0037534",10.1198707717646,9.10590522336566,-0.198926000202907,34.1198707717646,33.1059052233657,"D",152
"FBgn0037607",8.17168967579648,9.98486255224682,-0.243476990498196,32.1716896757965,33.9848625522468,"ND",139
"FBgn0037608",19.2473162456021,22.2378943057044,0.728550439637772,43.2473162456021,46.2378943057044,"ND",31
"FBgn0037697",2.00822657342364,0.371724756057041,-0.900835361271638,26.0082265734236,24.371724756057,"D",211
"FBgn0037765",19.3608629945027,11.817218795812,0.299086741263113,43.3608629945027,35.817218795812,"D",121
"FBgn0037901",15.7642238251308,21.4248408737658,0.549544362454027,39.7642238251308,45.4248408737658,"D",58
"FBgn0037935",3.28488474723237,3.14005569047411,-0.732294148428897,27.2848847472324,27.1400556904741,"ND",181
"FBgn0037936",5.60201374953334,9.18302882360283,-0.38395655945266,29.6020137495333,33.1830288236028,"ND",151
"FBgn0038032",1.56950004652944,21.3395116936594,-0.0454578441587964,25.5695000465294,45.3395116936594,"D",64
"FBgn0038145",20.9307050705154,23.0439104884465,0.83227564829008,44.9307050705154,47.0439104884465,"ND",15
"FBgn0038360",20.6346914278026,2.92221184433879,-0.0184623636607749,44.6346914278026,26.9222118443388,"D",185
"FBgn0038400",4.56313189854124,4.39554904918709,-0.626721627177986,28.5631318985412,28.3955490491871,"ND",174
"FBgn0038407",8.14961491183301,9.96022466442777,-0.245423350989134,32.149614911833,33.9602246644278,"D",140
"FBgn0038446",22.0662009485565,23.5833223912886,0.902063472493544,46.0662009485565,47.5833223912886,"ND",6
"FBgn0038449",4.52024881592499,3.02929482304067,-0.685435681709764,28.520248815925,27.0292948230407,"D",184
"FBgn0038450",5.00078430823992,3.33952619608435,-0.652487062319822,29.0007843082399,27.3395261960843,"D",177
"FBgn0038603",10.3619453487045,10.9890988314734,-0.110373159159254,34.3619453487045,34.9890988314734,"ND",126
"FBgn0038811",22.0862699852311,23.1197243557653,0.883583097541515,46.0862699852311,47.1197243557653,"ND",12
"FBgn0038830",23.857904015329,0.409213352076605,0.0111298903085653,47.857904015329,24.4092133520766,"ND",210
"FBgn0038853",18.0321438726756,19.6803281112006,0.571352999328178,42.0321438726756,43.6803281112006,"ND",84
"FBgn0038984",7.98468538931333,10.5394449366772,-0.228161236417061,31.9846853893133,34.5394449366772,"ND",130
"FBgn0039008",7.31234452295327,11.3272717609202,-0.223349321505272,31.3123445229533,35.3272717609202,"D",124
"FBgn0039165",17.3589184594602,21.6747674090193,0.626403577853314,41.3589184594602,45.6747674090193,"D",46
"FBgn0039270",17.5710557653372,22.9111841032428,0.686759994524166,41.5710557653372,46.9111841032428,"D",19
"FBgn0039321",8.45325943791035,9.44184814413318,-0.254370517414853,32.4532594379104,33.4418481441332,"ND",148
"FBgn0039356",2.9285870475429,1.33391537715777,-0.822395732304139,26.9285870475429,25.3339153771578,"ND",194
"FBgn0039381",20.4512451804931,21.3943829820321,0.743567840105214,44.4512451804931,45.3943829820321,"ND",61
"FBgn0039564",17.9839336253667,12.8509124823863,0.284785254489706,41.9839336253667,36.8509124823863,"D",115
"FBgn0039817",18.1034839749651,12.4230876380849,0.271940483877083,42.1034839749651,36.4230876380849,"D",118
"FBgn0039856",2.18672612490687,10.64884479666,-0.465184544934713,26.1867261249069,34.64884479666,"D",128
"FBgn0040793",2.22281918679491,10.711116997434,-0.461085992323797,26.2228191867949,34.711116997434,"D",127
"FBgn0040827",8.60815043709521,15.2880605470843,-0.00432454232585189,32.6081504370952,39.2880605470843,"D",103
"FBgn0040985",23.8873266183339,0.31104446625813,0.00826546185800203,47.8873266183339,24.3110444662581,"ND",213
"FBgn0041150",0.0503261762664852,22.7060246736955,-0.0518187145849156,24.0503261762665,46.7060246736955,"ND",24
"FBgn0044047",17.6674561615155,16.9267355446878,0.441424654425141,41.6674561615155,40.9267355446878,"ND",95
"FBgn0050042",3.90950880335708,8.89616143367198,-0.466430406790456,27.9095088033571,32.896161433672,"D",156
"FBgn0050093",6.53432383581482,6.98329091397352,-0.436766052092152,30.5343238358148,30.9832909139735,"ND",166
"FBgn0050280",17.8388733304357,16.9423770173529,0.449218764491191,41.8388733304357,40.9423770173529,"ND",94
"FBgn0050281",16.740757486014,15.8571126228875,0.358244587870896,40.740757486014,39.8571126228875,"ND",100
"FBgn0051189",0.898225832432825,23.6686478175204,0.023619735414717,24.8982258324328,47.6686478175204,"ND",3
"FBgn0051321",2.45969692654876,4.9650735297482,-0.69063456432096,26.4596969265488,28.9650735297482,"D",171
"FBgn0051472",4.12647505473412,3.89989454849264,-0.665567933198885,28.1264750547341,27.8998945484926,"ND",175
"FBgn0051864",8.61976025854671,21.4860720882827,0.254409681117894,32.6197602585467,45.4860720882827,"D",53
"FBgn0052068",0.840248730849286,10.142238750301,-0.542396354952069,24.8402487308493,34.142238750301,"D",135
"FBgn0052369",0.864733652003692,21.4548460084015,-0.0700175141497826,24.8647336520037,45.4548460084015,"D",56
"FBgn0052418",22.0335345573603,22.4935024282171,0.855293207732391,46.0335345573603,46.4935024282171,"ND",27
"FBgn0052666",2.82209420416582,20.5131677936285,-0.0276974167585698,26.8220942041658,44.5131677936285,"D",77
"FBgn0053199",1.32360311469827,22.0801964451524,-0.024841685006222,25.3236031146983,46.0801964451524,"D",36
"FBgn0063497",5.85642297944503,10.2838361591758,-0.327489202557464,29.856422979445,34.2838361591758,"D",132
"FBgn0086362",12.556209965633,21.4604205907023,0.417359606513969,36.556209965633,45.4604205907023,"D",55
"FBgn0086372",11.926945912437,23.4541680291097,0.474213080897781,35.926945912437,47.4541680291097,"D",7
"FBgn0086768",23.3997621084681,2.44688641946256,0.0769436886637787,47.3997621084681,26.4468864194626,"ND",187
"FBgn0087013",22.4523291979281,21.5229549300335,0.832303505331731,46.4523291979281,45.5229549300335,"ND",52
"FBgn0250820",17.9098328764133,1.19006674678032,-0.204170849033598,41.9098328764133,25.1900667467803,"D",196
"FBgn0259152",15.4281240777572,22.9053981958745,0.597230094734654,39.4281240777572,46.9053981958745,"D",20
"FBgn0259725",15.6624298762468,16.6614012876006,0.34682629849364,39.6624298762468,40.6614012876006,"ND",96
"FBgn0259726",15.9162268731551,17.0073319596585,0.371814951367237,39.9162268731551,41.0073319596585,"ND",93
"FBgn0260486",18.5581761168305,22.5218329265535,0.711667043474335,42.5581761168305,46.5218329265535,"D",26
"FBgn0260936",16.8311048784525,20.9198631767618,0.572957002300597,40.8311048784525,44.9198631767618,"D",70
"FBgn0260945",23.3336290210117,19.5202486112965,0.785578234679509,47.3336290210117,43.5202486112965,"D",85
"FBgn0260972",1.48780210681766,21.4806056435155,-0.042983010402785,25.4878021068177,45.4806056435155,"D",54
"FBgn0261244",1.81752453682957,21.8928490553694,-0.0120677669917096,25.8175245368296,45.8928490553694,"D",41
"FBgn0261396",13.3239095472652,22.2331791962322,0.481545364312389,37.3239095472652,46.2331791962322,"D",32
"FBgn0261554",20.2820834554244,22.1335191550236,0.767316775435334,44.2820834554244,46.1335191550236,"ND",34
"FBgn0262353",9.03332177903801,13.1217150720895,-0.0768734645363528,33.033321779038,37.1217150720895,"D",113
"FBgn0262631",16.2881753979255,15.843964224375,0.338839150929187,40.2881753979255,39.843964224375,"ND",101
"FBgn0262656",19.8296687117879,21.8802238487399,0.737912190021991,43.8296687117879,45.8802238487399,"ND",42
"FBgn0263316",7.16085979738768,7.65512457875381,-0.382667317660771,31.1608597973877,31.6551245787538,"ND",160
"FBgn0263398",23.2292658569876,22.402832727206,0.901337441008065,47.2292658569876,46.402832727206,"ND",30
"FBgn0263968",20.7582746027489,21.6402011700568,0.766603157200237,44.7582746027489,45.6402011700568,"ND",48
"FBgn0264489",5.68216073998759,9.27949015997805,-0.376597879168099,29.6821607399876,33.279490159978,"D",150
"FBgn0265180",5.91148133286201,9.99622063045144,-0.337179084861939,29.911481332862,33.9962206304514,"D",138
"FBgn0265192",0.0188259749170229,10.2550494215433,-0.571921858480818,24.018825974917,34.2550494215433,"D",134
"FBgn0265274",21.4846918645212,16.4966274865446,0.582554972961076,45.4846918645212,40.4966274865446,"D",99
"FBgn0265705",7.60302094648056,7.23074206121862,-0.381926541345867,31.6030209464806,31.2307420612186,"ND",163
"FBgn0266000",12.147495055667,22.9844919267803,0.463832790935302,36.147495055667,46.9844919267803,"D",16
"FBgn0266667",18.7762107619436,0.515319376178747,-0.196186244244902,42.7762107619436,24.5153193761787,"D",206
"FBgn0266918",22.4557082718786,20.8841299753642,0.805826593635116,46.4557082718786,44.8841299753642,"ND",71
"FBgn0286784",13.7300373561085,21.541602455823,0.469651658830479,37.7300373561085,45.541602455823,"D",50
"FBti0019554",14.525093638112,22.5856391968871,0.546280534791628,38.525093638112,46.5856391968871,"D",25
